user_id,user_email,service,compute_time_secs,memory_mb,storage_gb,request_count,cost_usd
eb95ea2a-c190-4c22-ba5b-0923af121090,user_001@example.com,DynamoDB,0,0,63.09,809946,3.98
5ebe58cf-e839-4ce6-b44f-651f1e9f25f9,user_002@example.com,EC2,36725,4300,0.0,817773,7.65
5ebe58cf-e839-4ce6-b44f-651f1e9f25f9,user_002@example.com,S3,0,0,91.79,824340,30.17
c23a778d-adab-4e02-861e-b9635f87c259,user_003@example.com,DynamoDB,0,0,81.67,769445,22.35
48a0a28e-bf5a-4dee-9644-dd9e0092dc58,user_004@example.com,EC2,69223,2206,0.0,700176,20.99
5ebe58cf-e839-4ce6-b44f-651f1e9f25f9,user_002@example.com,S3,0,0,16.93,3252,0.96
eb95ea2a-c190-4c22-ba5b-0923af121090,user_001@example.com,DynamoDB,0,0,5.48,176698,33.02
48a0a28e-bf5a-4dee-9644-dd9e0092dc58,user_004@example.com,RDS,52693,7587,76.71,883046,47.85
5ebe58cf-e839-4ce6-b44f-651f1e9f25f9,user_002@example.com,RDS,8981,2996,55.64,171852,40.49
eb95ea2a-c190-4c22-ba5b-0923af121090,user_001@example.com,Lambda,11168,6773,0.0,900160,2.91
eb95ea2a-c190-4c22-ba5b-0923af121090,user_001@example.com,DynamoDB,0,0,59.33,494163,19.94
eb95ea2a-c190-4c22-ba5b-0923af121090,user_001@example.com,RDS,43664,5689,35.1,571492,5.18
48a0a28e-bf5a-4dee-9644-dd9e0092dc58,user_004@example.com,S3,0,0,96.6,959630,21.53
5ebe58cf-e839-4ce6-b44f-651f1e9f25f9,user_002@example.com,S3,0,0,93.63,485109,35.07
eb95ea2a-c190-4c22-ba5b-0923af121090,user_001@example.com,RDS,13443,2455,64.51,616083,35.43
5ebe58cf-e839-4ce6-b44f-651f1e9f25f9,user_002@example.com,EC2,94311,7306,0.0,181203,35.16
c23a778d-adab-4e02-861e-b9635f87c259,user_003@example.com,RDS,20704,1936,34.2,948580,35.32
